Score,Summary
2,Can't find the clams
4,Best Canned Chowder
4,Clam 'Chowdah' Hog Heaven!
2,Best canned Clam chowder I've ever had
3,"Lacks Certain ""Key"" Ingredients"
2,"Not great, not bad"
4,"Very Good, Lots of Clams and Natural Recipe"
0,Dropped from a plane?
3,MMMMMM
4,bar harbor clam chowder
3,I love cashew butter!
1,"Decent, but not great"
2,Dog loves this stuff but...
4,My Dog really likes Iams Savory Sauce
0,"Not full leaf, 1 pound, not 20 pounds"
0,USA Chicken Stix
4,MADE IN THE USA
4,a favorite
4,Happy Camper!
2,Makes a good gift
2,"great cereal, but too expensive online yet"
3,Better Tasting Than Most Healthier (or High-Fiber) Cereals
4,BEST CEREAL EVER!
4,Love this cereal!
4,Ambrosia.
4,Great coconut water in just the right size!
3,Good taste
3,"a great product, and convenient shipment"
4,Best tasting coconut water I have found!
4,like it
4,"Hydrating, Refreshing, Great-Tasting Drink"
4,My favorite flavor!!
3,Just as advertised
4,Awesome tasting!
2,Um package change from 17oz to 16.9oz??
4,vita coco
3,"I was addicted to this stuff for a while, but wore myself out"
4,The answer to all your Cramping problems.
4,Vita Coco with Pineapple - the BEST yet!
4,vita coco
4,Refreshing and Delicious
4,My Favorite
4,Best Flavor- Light but Refreshing
4,cold and refreshing
1,Not the greatest.
4,Yummy!
4,"Same Great Taste, just More of it!"
4,Best coconut water flavor and size
4,Unusual flavor......
4,My afternoon pick-up
4,thirst quenching
4,Coconut Water with Pineapple...Yummy!
3,"Finally, a coconut water I like"
4,delicious!!!
4,Coconut Water
4,Yummy
4,Good for use in smoothies
4,Awesome
4,Vita Coco Water is Awsome
4,EXCELLENT
4,Delicious and Rejuvenating
4,great taste. nice fruit flavor. serve chilled
4,Vita coco is best
0,Nutritional content of this brand does not live up to what's on the label.
0,GROSS
4,So Addicted
0,well ...
1,yuck
1,Amazon won't live up to their end
4,Safety Instructions for coca tea
4,My pug loves them but I got a different hartz treat.
4,My Sheltie Adores Them!
4,Great treats
0,Wrong Product displayed for order
4,piggie skins
0,Extremely Disappointed
4,my favorite sugarless flavor
4,Love this gum
4,Best cinnamon gum out there!
3,another great Green Mountain coffee
4,greatest coffee
4,great deal!
3,Best in show for K-cup French Roast
4,"Great coffee, great price"
3,One of my favorite coffees
3,Great cup of Coffee
4,excellent choice
3,Green Mountain K Cups
3,Green Mountain compared with Tully's French Roast
4,My FAVORITE K-Cup
4,This is great French Roast
4,Love this coffee
0,Tastes like...
4,Yummy Cookies
2,3.5* snack for a non-chocophile
4,Peanut Butter Cookies
3,Good buy
4,The portable and edible Oreo
4,Very good snack!
3,These are ok.....
4,Very Good
3,"Flavor in, Calories Down, Fat Nearly Out"
3,Now we have the Oreo transformed into a baked chocolate wafer snack
2,not as good as the 100-calorie Oreos
4,Great Taste!!!
4,Seemingly impossible...
3,THESE ARE TRUE 'MAINSTREAM' DIET SNACKS --
3,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?"
4,Oreo Crisps
1,Not The Best Cookies I've Ever Had!
4,Yummy
4,very yummy
4,Oreo Dipped Delight Bars
4,teaching cookies
4,100 calorie Cakesters
3,They're not bad
3,Fantastic little treats!
4,"100 Calorie Pack, Chips Ahoy Cookies"
4,Great 100 Calorie Treat!!
4,"Good, and just enough to satisfy you."
3,Good snack
1,Cookie chips were not very tasty
4,Yummers!
4,Good snacks
4,Oreo Thin Crisps 100 Calorie Packs
4,Oreo Thin Crisps work for me
4,Yummy!
3,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?"
3,I'm a fan...
4,Oreo flavored crackers without the creme filling
2,Not impressed
4,"CRISPY, CRUNCHY, AND CHOCOLATEY"
4,Delicious Mini Chocolate Treats Help Weight Loss Efforts!
4,Delicious
0,I agree with P. Lucas
0,Good? You CAN'T be serious
0,these ain't oreo's
3,Good product but not fresh
4,I love these!!!
1,Not so great
3,nt
4,Amazing
4,Worked very well
4,Keeps my cats happy and healthy
0,All 3 of my cats refused to eat it
0,The worst snap-lock reseal ever made?
0,"Filler food is empty, leaves your cat always needing more"
4,She Loves It
0,Kitty Junk Food
1,"Not minced, this is ground beef"
2,Not minced
0,Kitty Junk Food
0,"Filler food is empty, leaves your cat always needing more"
0,All By-Product & Corn -- Don't Waste Your Money!
2,Quanty????
4,Best Green Tea Ever!
1,"Looks better than it tasted, I'm told"
4,Wow!!!!!!!!!!
4,"I love, love, love, coffee!!!"
3,Parmesan Heaven
4,fantastic product
0,Not happy with the product!
4,these beans were wonderful
4,Great Peanuts!
4,Much better than tea bags
4,Love this stuff!!
4,totally satisfying!
4,Superlative store bought cookies: very hard to find!
0,Awful
4,Love this dressing! - Wild Thymes Products: Meyer Lemon Dressing
1,almost expired seaweed
4,"Deliciously seasoned, lite and crispy!"
0,contains MSG
4,seaweed and rice
4,Great for snacking
4,Tasty
4,"hard to find in New York, glad amazon can deliver it"
0,"1 star for price, 5 stars for taste"
4,"Best tasting wheat free, gluten free cake mix available"
2,gluten free basic mix
1,Could have been better
0,strange flavor
4,Awesome with some changes
4,A cake for all occassions.
4,"Namaste Foods, Gluten Free Vanilla cake Mix"
3,yummy as cupcakes
3,Tasty
4,2nd Birthday Saviour!
0,Just awful
4,"Large Quanity, discontinued seasonal delicious tea"
4,SWEET DREAMS
4,The best for a winter tea party!
4,Wonderful
4,Love the tea!
3,"Fun, Intense Holiday Tea"
4,Fast shipping good company to buy from
4,A very pleased customer
4,Great cookie and lots of fun
4,...while in bed
3,Fortune Cookies
3,Color Discrepancy
4,crispy fresh
1,they are soooo tiny!
4,Excellent service and product
0,boring boring boring
4,feliciaflan
4,Fortune Cookies
4,Very good
4,awsome!!
4,PERFECT
3,satisfied customer
3,great product--but a rip-off on this site
4,"Great aroma, and I don't like coffee"
4,Jarred Paradise
3,Yummy!
2,Tastes Like Wint-O-Green Life Savers
2,"Good popcorn, poor shipping"
3,It's like Buttah!
4,"Awesome snack, great product."
4,Handy Size
4,My cats love this tuna
3,Good Nutrition and Right Size.
4,"convenient, filling, 70 calories and lots o protein = great work lunch item"
1,Quick wild rice is ok
4,Best Quick Cook Wild Rice.
4,Great Quality and convenient quick cooking
3,"Very good corral for 1 horse, maybe 2 with additional electric tape"
2,Easy and portable...but a few issues
4,Easy Assembly - Great for Alpacas!
3,Nicely thought out kit for temporary grazing etc
3,"Easy Setup, Nice Design"
4,Works for us
4,Great for short term fencing!
4,It is very easy to set up.
3,Good
4,Love it!
4,Real Truffle Oil makes a Difference
4,No more guilt snacking the grand-babies!
4,DELICIOUS!!!
4,WhoNu? Chocolate Sandwich Creme Cookies ~~ DELICIOUS AND HEALTHIER THAN THE MAJOR NAME BRAND !!!
4,SO delicious!
1,"Delicious, but....."
2,Okay
4,Really good cookies!
3,These are good but..........................
0,Stay away from this company
4,nice caramel flavor
4,Cafe Excellence Crazy caramet whole beans 2 pound
4,orbit white peppermint is the best!
4,The best bad breath and no fowl after taste
4,Great Chocolates
4,Excellent Chocolates
4,Snyder's Best Flavor
4,One of the best snacks going.
4,Thanks for carrying these!
4,Great
4,A favorite quick meal solution
4,A Staple in my house
4,Best Coffee Ever...
4,Island coffee
4,Great mild coffee
2,Flavor didn't work for me; back to Honey Nut
4,Delicious Treat!!!
4,Passover treat
0,Not particularly good
4,Excellent!
4,My new FAVE pasta!
4,Daughter's favorite food
4,Now this is PASTA!
4,Great product
2,"My husband called these ""healthy brownies"""
4,Guilt Free YUMMMMM!
4,Hodgson mill brownie mix
4,"Healtier, but not guilt-free..."
4,Needs a few additions
4,Love 'em!!
4,Yummy!
3,"Higher fiber, yet tasty... especially if you add mini-chips"
4,These are grrrrrrrreat!
4,Good if you like flax seed.
1,"oily, gritty finished product"
3,A feel better brownie- some health.
3,good healthy dessert but needs work
2,Grainy Brownies
4,Best  Brownies
4,Delicious Brownie
2,Not extraordinary
0,Surprised by all the good reviews
4,Plenty and fresh
4,Excellent produce
4,Exceptional
4,Excellent Casablanca Tea
4,Yummy!
4,wonderful loose leaf tea
4,Goodness!
4,Delicious
4,EFFECTIVE AND SOOTHING TEA FOR KIDS THROAT
4,Wonderful Healthy Snack for Baby!
4,crack for toddlers
4,Got them for my dog with heart failure
0,Flavor & texture not good in this batch
4,Love!
4,Great for Little Ones
4,A great way to get kids to eat vegetables!
4,great toddler snacks
3,Great toddler snack; inconsistent quality
4,"amazing snack! My KIDS love them, too!"
2,Very good but too expensive
0,Not Gluten Free!!!!!!
4,You get a lot...but has a lot of uses
4,dog treats
4,Delish smoked cheese I will buy over and over again!
4,Fantastic Goat Cheese
4,Very delicious coffee!
4,I LOVE this coffee!
4,Better than Starbucks
3,great alternative for coffee drinkers
4,DELICIOUS
4,I only drink puroast coffee!
4,Nice alternative to regular coffee...
2,Wonderful substitute...
2,Low acid makes a difference
2,Low acid taste - tastes more like a medium roast
1,"A Good News, Bad News Situation for Low-Acid Drinkers"
3,Surprisingly good and no nausea!
4,Best Coffee Ever
0,Single worst coffee ever
0,The Worst Tasting Coffee I Have EVER Tasted!
0,Undrinkable
1,Ugh.
3,Can be improved easily
4,An excellent bread machine mix.
4,Yummmyyyy
4,"Great, glorious, super, wonderful, delicious bread!!!"
4,Good Back to the Basics bread
4,potato bread
4,AWSOME BREAD!!!!!!!
4,Hodgson Potato Bread
4,Always a great Brand - full line of products 2 choose from
3,Great bread
4,How Good!
2,potato bread mix
4,My Fave Hodgson Mill Bread Mix!
4,Hodgson Mill Bread Mix Products
4,What a Great Product
4,Excellent bread mix
4,Nice bread
4,Good to use the bread machine again
4,Excellent bread mix
3,"Great, easy homemade bread"
4,Great Bread
4,Delicious Homemade bread
4,Potato Bread Winner
0,Potato Bread
2,"good, tasty and easy bread"
1,If you like gummy white bread . . . .
2,Bread
2,ABSOLUTELY DELICIOUS
4,Delicioius Water I Didn't Have To Carry In
4,Great water!
4,Good water only comes with a price...
4,Best water ever.
4,Great Tasting Water
4,Happy with the purchase
4,30 bottles instead of the usual 24
0,Awful
4,TalkingRain Spring Water
4,excellent quality
4,Water for my pets.
4,Highly Recommend
1,Shipping packaging is poor
3,Spring Water
2,Most Washington water is better than this
2,it's aight.
1,just water-nothing more
0,Cloudy means impurities!
4,A great buy
4,AMEDEI
0,"Its not Mango only but Grape, Pineapple"
4,"Nice, sweet mango"
4,Bigger Amount/Smaller Price than Supermarkets
4,Suzie's Puffed Thin Cakes
4,Excellent and healthy
4,"Great Little Rice ""Patties"""
4,Great For Sandwiches
4,The best rice cake ever!
4,Words fail me to describe how much I love these
4,Best gluten-free substitute for bread ! ! ! And worth every penny!
4,Surprisingly Tasty
4,Great light cracker substitute
4,The perfect delivery system!
4,Better than expected
0,Too Much Inorganic Arsenic
4,Best value
4,"LOVED IT, SHARED IT, EVERYONE LOVED IT"
4,best snack
4,"Delicious, low calorie and healthy snack. Good price too!"
4,The best organic green tea available in teabags.
4,Refined Tea Taste
4,The very best organic green tea!!
4,will never buy a different brand again
0,new recipe gone bad
2,dissapointed
4,Devine  White clam sauce?
3,Size of can seemed bigger
3,Chopped Clams
3,Great Price
4,Premium Quality Dog Food!!!
4,Good stuff!
4,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count"
3,Delicious Hot Cocoa
4,So yummy!
4,yummy
4,Great!
2,Decent Flavors but a little weak
4,Great hot chocolate
4,Great cup of cocoa
0,Disgusting
4,"Fast, Affordable, & very good!!!"
3,Hot Cocoa right on time
4,Along these lines
3,A CHOCOHOLIC'S VIEW
4,Great Hot Cocoa!
1,Sweet cocoa
0,should say diet
4,good hot cocoa
1,If you like the taste of artificial sweetner it is ok.
4,Grove Square Hot Cocoa For Keurig
4,highly recommended hot chocolate
4,Best Keurig Hot Chocolate so far
4,A++ Service
4,Great Value and Super Yummy!
4,Great taste
4,Grove Square
2,Pretty good cocoa
3,What a great value!!
4,"Great product, great price ..."
4,"Grove square Hot Cocoa cups,Milk Chocolate For Keurig K-cups Brewers, 24 Count"
4,tastes pretty good
4,Love the hot chocolate
4,Easy and kids love it
4,Great tasting coco
4,Kcup Hot Cocoa
4,Love it!
4,great taste for a great price
4,Keurig hot chocolate
4,Great Dark Cocoa
0,Still Looking
2,Taste is okay
4,The kids love it!
3,Found the secret
4,the best chocolate taste out there!
4,Hot cocoa k-cups
4,cocoa
4,Good cocoa
4,Great hot chocolate!
4,Best hot chocolate
3,Hot Cocoa
4,Very good Hot Chocolate
4,HARD TO BELIEVE
2,Eh... why bother?
4,love this
0,Can taste artificial sweetner.
4,very good
2,I like old school cocoa much better
3,Grove Square Hot Coco K-Cups
4,"Kids Love it, Taste Best to me..."
4,good taste comes in small packages
4,I LOVE THIS HOT CHOCOLATE FOR THE KEURIG!
4,Love the flavor
4,Creamy & Rich Cocoa
4,best k-cup hot chocolate
4,k-cup cocoa
4,"If you like hot chocolate, this is great"
3,worth it
3,Very convenient and pretty good
4,Really good!
3,Received expired product
4,Warms the soul........
0,Ugh so not what I was expecting >.&lt;
3,Delicious cocolate
4,The Best hot Cocoa in a K-Cup
4,Very good hot chocolate.
0,Oh please... get an envelope and some hot water
2,"OK for the price, not great"
1,so so
4,Well worth the money
4,"Rich, smooth and creamy"
4,amazon nut
4,PERFECT!
2,SWEET
4,Hot Cocoa K-cups
3,Sugar AND Sucralose
3,Really tasty...
4,Great Value
4,Not bad using CoffeeMate Chocolate Creamer
4,nummy
3,kids will love it
2,"Buy packets, swiss miss is better and cheaper."
1,Too watery after multiple settings.
3,Good drink
4,Never without!
3,Grandkids love it!
3,Great cocoa..
4,keurig hot chocolate
4,Grove cocoa k-cups
2,Not Swisshot chocolate
2,Kids love it - me not so much
4,Hot Choc K Cup
3,"Better than the others, but still not quite there"
2,Why can't anyone make a hot cocoa without sucralose/Splenda in it?
4,Really Good Hot Cocoa - Highly Recommended
4,Great flavor!
3,Not bad. Not bad at all.
4,Perfect Cocoa
3,Tasty and at a great price.
4,"Much better than expected, great for the kids"
4,"Rich, thick cocoa.  Surprisingly good!"
4,Pleasantly surprised
1,Sucralose!
4,Tasty and Good for Weight Watchers!
4,Yummy!!
3,Hot Cocoa
3,k-cups
3,"Not bad, not bad at all"
4,TASTE GREAT
4,Yummy!
4,Best Ever
4,Good Hot Chocolate
4,Yummy!
3,Not bad for the price!
0,NASTY
2,Grove Square Hot Cocoa
3,Pleased with it
4,Grove Square Hot Chocolate is the best.
3,Great hot chocolate and reasonable price
1,"Tastes ""off"""
3,Peppermint is our favorite
0,Horrible
4,Best K cup hot cocoa
1,Not good
4,Great Tasting! Great Value
3,Tasty
4,Best Hot Cocoa
0,Really Awful
4,Best Hot Chocolate for K-Cups
3,Good flavor and wont break the bank
4,FAVORITE HOT COCOA!
4,Yummy
4,Yummy hot chocolate
4,Pretty good hot chocolate
1,Should have listened to other bad reviews :(
3,Good Buy
0,Tastes like a diet product
0,Not good!
4,Chocolate heaven!
4,Awesome!
1,Funny taste?
1,Artificial Sweetener! YUCK!
4,YUM!
4,Well pleased.
2,Good Flavor
4,"great product, great price, pepermint is outstanding"
3,Great taste the whole family loves
4,hot cocoa
4,Very good Hot Chocolate
4,Grove City Hot Chocolate
4,good and tasty
4,"Great Deal, Great Cocoa!"
4,Great!!!
3,Best tasting cocoa k-cup available
4,Finally a good k cup hot chocolate!
4,Good Cocoa - GREAT price
4,Great
4,Great!
0,So bad I had trouble giving it away!
4,This hits the spot!
4,Yummy!
4,delicious!
4,Excellent Hot Chocolate
4,Best Hot Cocoa Ever
4,BEST HOT COCOA YET
1,Horrible Taste!
4,So much better than Cafe Escapes!
4,THE BEST
3,Grove Square Hot Chocolate
4,Great Hot Cocoa!
4,great assortment
3,GOOD NOT GREAT
4,Yummy!
3,Good for the money
4,yumm!!
3,Yum!
4,Great Product!
4,EXCELLENT PRODUCT
4,Tastes Great!
4,yummy!!!  And fro Amazon too..........
4,Perfect Hot Choc Variety Box
1,You get what you paid for
4,The Best of All of Them
4,hot cocoa cups
3,Surprisingly good
4,Very good hot cocoa
4,hot cocoa
4,Great product
4,Hot Cocoa Anyone?
3,Yummy!
2,"Not bad, but same taste as powder packs at grocery store"
3,Very Good for the price
3,Best Dark Cocoa so fat
4,wow!
1,Not Good
4,Grove Square K-cups
3,Pretty good - not as bad as others are saying.
2,Mixed Reviews
4,Hot Chocolate
2,A little thin
3,JZ
4,Much better and less expensive than that ordered from Keurig!
1,At least it wasn't expensive.
4,Surprisingly Good!
4,Really Good Hot Cocoa - Highly Recommended
